City,State,Country,Latitude,Longitude,Timezone,Timestamp (OpenWeatherMap),Sunrise,Sunset,Temperature,Feels Like (Day),Feels Like (Night),Pressure,Humidity,Dew Point,UV Index,Cloud Cover,Visibility,Wind Speed,Wind Direction,Wind Gust,Weather Description,Max Temperature,Min Temperature,AQI,PM2.5,PM10,O3,CO
Navsari,Gujarat,India,20.9524,72.9324,19800,2024-09-20 08:51:04,00:57,13:07,28.5,32.4,32.4,1006.0,75,23.5,10,0,16,4.4,247,N/A,Clear sky,31.2,25.8,2,10.31,26.93,71.53,203.61
Morbi,Gujarat,India,22.8167,70.8333,19800,2024-09-20 08:51:04,00:59,13:09,32.6,36.8,36.8,1002.0,55,22.2,10,0,16,6.1,264,N/A,Clear sky,34.9,25.1,2,12.79,46.62,77.25,195.27
Chandigarh,Haryana,India,30.7343,76.7933,19800,2024-09-20 08:50:49,00:39,12:50,34.3,36.7,36.7,972.0,43,19.7,8,0,16,0.3,133,N/A,Clear sky,34.2,23.3,5,85.81,106.37,197.41,761.03
Gurgaon,Haryana,India,28.4667,77.0333,19800,2024-09-20 08:51:05,00:39,12:50,32.0,36.8,36.8,981.1,59,23.0,8,0,16,3.1,110,N/A,Clear sky,31.9,24.6,5,95.7,104.8,185.97,961.3
Faridabad,Haryana,India,28.4333,77.3167,19800,2024-09-20 08:51:05,00:39,12:50,32.0,36.8,36.8,981.1,59,23.0,8,0,16,3.1,110,N/A,Clear sky,32.1,24.5,5,97.71,108.51,141.62,1054.76
Ambala,Haryana,India,30.3783,76.7808,19800,2024-09-20 08:51:05,00:39,12:50,34.6,36.9,36.9,974.0,42,19.5,8,0,16,1.1,167,N/A,Clear sky,34.7,25.3,4,67.44,72.63,165.94,507.36
Karnal,Haryana,India,29.6833,76.9833,19800,2024-09-20 08:51:05,00:39,12:50,33.5,38.1,38.1,976.0,53,22.5,8,0,16,2.2,114,N/A,Clear sky,33.6,25.0,4,59.69,64.19,140.19,520.71
Panipat,Haryana,India,29.3889,76.9681,19800,2024-09-20 08:51:06,00:39,12:50,33.2,38.1,38.1,976.0,55,22.7,8,0,16,2.7,108,N/A,Clear sky,33.2,25.3,5,82.74,88.71,161.65,560.76
Hisar,Haryana,India,29.1667,75.7167,19800,2024-09-20 08:51:06,00:39,12:50,33.0,36.7,36.7,980.0,52,21.6,8,0,16,2.9,81,N/A,Clear sky,33.1,24.9,5,80.05,83.49,154.5,500.68
Rohtak,Haryana,India,28.9,76.5667,19800,2024-09-20 08:51:06,00:39,12:50,33.5,37.5,37.5,978.0,51,21.7,8,0,16,3.7,89,N/A,Clear sky,32.8,24.9,5,182.1,194.06,257.49,961.3
Sirsa,Haryana,India,29.5333,75.0167,19800,2024-09-20 08:51:07,00:49,13:01,34.8,36.2,36.2,981.0,38,18.4,8,0,16,3.7,59,N/A,Clear sky,32.9,25.4,3,40.42,42.61,128.75,447.27
Yamunanagar,Haryana,India,30.1,77.2833,19800,2024-09-20 08:51:07,00:39,12:50,33.4,38.9,38.9,974.0,56,23.4,8,0,16,0.9,112,N/A,Clear sky,34.4,24.8,4,59.22,64.15,125.89,453.95
Jind,Haryana,India,29.3167,76.3167,19800,2024-09-20 08:51:07,00:39,12:50,34.3,38.2,38.2,978.0,48,21.7,8,0,16,3.5,94,N/A,Clear sky,32.9,24.9,4,69.69,74.08,165.94,520.71
Mahendragarh,Haryana,India,28.2833,76.15,19800,2024-09-20 08:51:08,00:39,12:50,31.9,34.5,34.5,970.0,52,20.6,9,0,16,3.3,90,N/A,Clear sky,31.7,24.1,4,65.76,69.35,135.9,580.79
Fatehabad,Haryana,India,29.5167,75.45,19800,2024-09-20 08:51:08,00:39,12:50,34.2,36.0,36.0,980.0,41,18.8,8,0,16,3.6,51,N/A,Clear sky,32.9,25.0,3,43.56,45.98,131.61,473.98
Kaithal,Haryana,India,29.8,76.3833,19800,2024-09-20 08:51:08,00:39,12:50,34.4,38.1,38.1,976.0,47,21.3,8,0,16,1.4,33,N/A,Clear sky,33.7,25.0,4,55.82,59.32,151.63,534.06
Palwal,Haryana,India,28.15,77.3333,19800,2024-09-20 08:51:09,00:39,12:50,31.7,35.2,35.2,976.0,56,21.7,8,0,16,2.5,120,N/A,Clear sky,32.0,24.1,3,48.73,52.55,115.87,620.84
Kurukshetra,Haryana,India,29.9694,76.8483,19800,2024-09-20 08:51:09,00:39,12:50,34.1,38.8,38.8,976.0,51,22.4,8,0,16,0.7,125,N/A,Clear sky,34.1,24.5,3,43.25,47.54,123.02,494.0
Rewari,Haryana,India,28.1833,76.6167,19800,2024-09-20 08:51:09,00:39,12:50,32.3,35.1,35.1,972.0,51,20.8,9,0,16,3.0,93,N/A,Clear sky,31.6,23.9,3,42.71,45.53,117.3,620.84
Bhiwani,Haryana,India,28.7833,76.1333,19800,2024-09-20 08:51:09,00:39,12:50,33.8,36.9,36.9,978.0,47,20.8,8,0,16,3.8,91,N/A,Clear sky,32.6,24.9,5,154.18,160.57,205.99,700.95
Panchkula,Haryana,India,30.6975,76.8551,19800,2024-09-20 08:51:10,00:39,12:50,34.3,36.7,36.7,972.0,43,19.7,8,0,16,0.3,133,N/A,Clear sky,34.2,23.3,4,52.0,59.6,161.65,614.17
Narwana,Haryana,India,29.6167,76.1167,19800,2024-09-20 08:51:10,00:39,12:50,34.2,37.1,37.1,978.0,45,20.6,8,0,16,2.9,27,N/A,Clear sky,33.5,25.1,4,50.77,53.7,143.05,494.0
Shimla,Himachal Pradesh,India,31.1,77.1667,19800,2024-09-20 08:42:43,00:48,13:00,27.7,29.1,29.1,878.0,61,19.5,8,0,16,2.4,261,N/A,Clear sky,25.4,17.3,4,38.46,42.57,154.5,363.83
Manali,Himachal Pradesh,India,13.1667,80.2667,19800,2024-09-20 08:51:11,00:28,12:36,37.2,44.9,44.9,997.0,47,23.9,10,0,16,1.5,275,N/A,Clear sky,34.0,27.9,3,33.73,41.54,124.45,373.84
Kullu,Himachal Pradesh,India,31.9579,77.1089,19800,2024-09-20 08:51:11,00:48,13:00,28.5,29.9,29.9,898.0,58,19.3,8,0,16,1.9,273,N/A,Clear sky,23.6,16.0,2,9.05,10.39,89.41,250.34
Solan,Himachal Pradesh,India,30.9167,77.1167,19800,2024-09-20 08:51:11,00:39,12:50,27.7,29.1,29.1,878.0,61,19.5,8,0,16,2.4,261,N/A,Clear sky,26.4,17.7,4,38.61,45.53,153.07,417.23
Mandi,Himachal Pradesh,India,31.7167,76.9167,19800,2024-09-20 08:51:12,00:48,13:00,28.5,29.9,29.9,898.0,58,19.3,8,0,16,1.9,273,N/A,Clear sky,25.5,18.7,3,39.33,41.85,127.32,357.15
Bilaspur,Himachal Pradesh,India,22.0833,82.15,19800,2024-09-20 08:50:48,00:12,12:22,33.3,38.7,38.7,972.0,56,23.2,9,0,16,1.7,126,N/A,Clear sky,32.4,25.9,2,17.76,19.85,98.71,340.46
Hamirpur,Himachal Pradesh,India,25.95,80.15,19800,2024-09-20 08:51:12,00:24,12:35,32.4,36.3,36.3,990.0,55,22.1,8,0,16,1.6,223,N/A,Haze,33.0,25.8,3,46.14,47.69,114.44,554.09
Kangra,Himachal Pradesh,India,32.1,76.2667,19800,2024-09-20 08:51:12,00:48,13:00,27.7,29.0,29.0,954.0,60,19.0,8,0,16,0.5,129,N/A,Clear sky,30.3,21.4,3,29.69,32.07,123.02,380.52
Palampur,Himachal Pradesh,India,32.1167,76.5333,19800,2024-09-20 08:51:13,00:48,13:00,29.6,31.0,31.0,926.0,54,19.1,8,0,16,2.3,254,N/A,Clear sky,28.3,19.8,5,49.91,54.66,205.99,574.11
Una,Himachal Pradesh,India,20.8167,71.0333,19800,2024-09-20 08:51:13,00:59,13:09,29.3,32.9,32.9,1004.0,68,22.6,10,0,16,5.4,265,N/A,Clear sky,31.9,26.2,2,11.2,29.95,87.98,210.29
Nahan,Himachal Pradesh,India,30.55,77.3,19800,2024-09-20 08:51:13,00:39,12:50,32.7,36.7,36.7,968.0,54,22.2,8,0,16,0.7,248,N/A,Clear sky,31.4,22.8,3,33.26,37.46,137.33,367.17
Chamba,Himachal Pradesh,India,32.5667,76.1333,19800,2024-09-20 08:51:13,00:49,13:00,29.6,31.0,31.0,926.0,54,19.1,8,0,16,2.3,254,N/A,Clear sky,24.4,17.0,3,24.52,27.4,131.61,370.5
Kasauli,Himachal Pradesh,India,30.8989,76.9647,19800,2024-09-20 08:51:14,00:48,13:00,30.0,32.7,32.7,922.0,60,21.2,8,0,16,2.2,240,N/A,Clear sky,29.6,22.7,5,54.7,61.4,180.24,440.6
Sundernagar,Himachal Pradesh,India,31.5159,76.8858,19800,2024-09-20 08:51:14,00:48,13:00,30.1,31.8,31.8,930.0,54,19.6,8,0,16,1.6,293,N/A,Clear sky,23.8,18.1,4,47.52,50.88,157.36,357.15
Jwalamukhi,Himachal Pradesh,India,31.8741,76.3209,19800,2024-09-20 08:51:14,00:48,13:00,31.2,32.7,32.7,945.0,49,19.2,8,0,16,2.0,297,N/A,Clear sky,34.5,20.2,4,66.6,72.78,140.19,534.06
Nalagarh,Himachal Pradesh,India,31.05,76.7167,19800,2024-09-20 08:51:15,00:48,13:00,33.7,36.1,36.1,970.0,45,19.9,8,0,16,1.2,356,N/A,Clear sky,33.1,23.2,5,86.14,91.7,211.72,447.27
Sarahan,Himachal Pradesh,India,31.5167,77.8,19800,2024-09-20 08:51:15,00:48,13:00,24.0,23.8,23.8,773.0,54,14.1,8,0,16,2.9,213,N/A,Clear sky,20.2,13.5,2,4.86,5.58,97.28,186.92
Pandoh,Himachal Pradesh,India,31.6833,77.05,19800,2024-09-20 08:51:15,00:48,13:00,28.5,29.9,29.9,898.0,58,19.3,8,0,16,1.9,273,N/A,Clear sky,24.8,16.7,2,23.22,25.02,97.28,320.44
Junga,Himachal Pradesh,India,58.4519,13.2874,7200,2024-09-20 08:51:16,04:49,17:11,15.6,15.6,15.6,1022.0,75,10.9,2,0,16,0.8,222,N/A,Clear sky,20.6,7.4,1,3.99,4.35,21.46,175.24
Srinagar,Jammu and Kashmir,India,34.0833,74.8167,19800,2024-09-20 08:51:16,00:49,13:01,23.9,23.2,23.2,754.0,35,7.5,7,0,16,2.4,38,N/A,Clear sky,30.1,13.5,4,31.48,35.73,144.48,370.5
Jammu,Jammu and Kashmir,India,32.7333,74.8667,19800,2024-09-20 08:51:16,00:49,13:01,33.4,34.8,34.8,971.0,42,18.5,8,0,16,1.0,247,N/A,Clear sky,35.5,22.2,5,197.1,226.46,231.74,1174.93
Anantnag,Jammu and Kashmir,India,33.7333,75.15,19800,2024-09-20 08:50:56,00:49,13:01,23.5,22.9,22.9,756.0,39,8.6,7,0,16,2.5,38,N/A,Clear sky,27.3,12.2,3,17.62,19.29,118.73,293.73
Udhampur,Jammu and Kashmir,India,32.9333,75.1333,19800,2024-09-20 08:51:17,00:49,13:01,32.1,32.5,32.5,950.0,41,17.1,8,0,16,1.8,230,N/A,Clear sky,32.3,22.0,5,93.11,108.01,167.37,634.19
Kathua,Jammu and Kashmir,India,32.3667,75.5167,19800,2024-09-20 08:51:17,00:49,13:00,33.3,35.1,35.1,974.0,44,19.3,8,0,16,0.2,265,N/A,Clear sky,35.1,21.3,5,131.55,150.9,173.09,794.41
Baramulla,Jammu and Kashmir,India,34.2087,74.3435,19800,2024-09-20 08:51:18,00:55,13:07,29.0,27.5,27.5,786.0,23,5.5,7,0,16,1.7,88,N/A,Clear sky,23.9,13.8,2,5.36,6.81,90.84,230.31
Pulwama,Jammu and Kashmir,India,33.874,74.8996,19800,2024-09-20 08:51:18,00:49,13:01,29.0,27.9,27.9,822.0,30,9.4,7,0,16,1.5,61,N/A,Clear sky,29.7,11.6,4,39.93,42.7,168.8,460.63
Sopore,Jammu and Kashmir,India,34.2869,74.4626,19800,2024-09-20 08:51:18,00:55,13:07,29.0,27.5,27.5,786.0,23,5.5,7,0,16,1.7,88,N/A,Clear sky,29.8,12.5,3,16.31,19.05,120.16,287.06
Kargil,Jammu and Kashmir,India,34.5667,76.1,19800,2024-09-20 08:51:18,00:49,13:01,13.9,13.9,13.9,620.0,31,-2.9,7,0,16,2.3,172,N/A,Clear sky,17.8,3.3,2,2.83,3.79,82.25,168.56
